SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
LAOPALA,EQ,222.95,225.95,219,221.15,221.4,221.8,49459,10996171.65,01-APR-2021,2534,INE059D01020,
LASA,EQ,60.9,61,59.8,60.4,60.55,59.8,157856,9525795.65,01-APR-2021,3910,INE670X01014,
LATTEYS,SM,61.45,61.5,61.45,61.5,61.5,64.65,4000,245900,01-APR-2021,2,INE262Z01015,
LAURUSLABS,EQ,362,369.05,361.5,365.3,365.45,362,1625290,594542249.45,01-APR-2021,29395,INE947Q01028,
LAXMIMACH,EQ,6815,6899.8,6748.85,6876.1,6888,6791.3,3518,24129840.2,01-APR-2021,1022,INE269B01029,
LCCINFOTEC,BE,5.2,5.2,5.2,5.2,5.2,5.45,5523,28719.6,01-APR-2021,38,INE938A01021,
LEMONTREE,EQ,37.5,38.4,37.45,37.8,37.9,37,495293,18701756.15,01-APR-2021,2699,INE970X01018,
LFIC,EQ,82.9,87.2,82.05,82.6,83.5,84.1,1229,101797.05,01-APR-2021,47,INE850E01012,
LGBBROSLTD,EQ,308,313.55,306.25,309.95,312.55,305.55,30437,9424066.9,01-APR-2021,940,INE337A01034,
LGBFORGE,BE,3.65,3.9,3.6,3.75,3.75,3.75,45344,171971.3,01-APR-2021,97,INE201J01017,
LIBAS,BE,51.65,53.9,51.5,52,51.75,51.55,24520,1277714.55,01-APR-2021,258,INE908V01012,
LIBERTSHOE,EQ,128.95,134,128.3,130.9,131.2,127.15,47042,6164706.25,01-APR-2021,985,INE557B01019,
LICHSGFIN,EQ,431.75,433.9,424,432.85,432.05,428.2,2815660,1209169200.15,01-APR-2021,39211,INE115A01026,
LICNETFGSC,EQ,21.64,21.73,21.47,21.68,21.5,21.46,13889,300455.36,01-APR-2021,77,INF767K01MV5,
LICNETFN50,EQ,162.04,169,156.5,161.85,162.45,157.33,1436,231601.03,01-APR-2021,307,INF767K01OS7,
LICNETFSEN,EQ,550.5,550.5,537.25,541.34,542,550.7,111,60146.87,01-APR-2021,31,INF767K01OT5,
LICNFNHGP,EQ,150,152.2,148.44,151.08,151.95,148.44,68,10266.04,01-APR-2021,21,INF767K01PC8,
LIKHITHA,EQ,335,349.4,332.6,343.75,344.9,318.9,289168,98195938.55,01-APR-2021,6874,INE060901019,
LINCOLN,EQ,226.6,238.6,225.55,236.7,236.7,224.85,108505,25289793.65,01-APR-2021,2910,INE405C01035,
LINCPEN,EQ,149.6,151.9,146,150.45,151.55,149.65,6761,1003172.3,01-APR-2021,176,INE802B01019,
LINDEINDIA,EQ,1830,1830,1785,1813.45,1812,1799.5,36059,65122005.25,01-APR-2021,3050,INE473A01011,
LIQUIDBEES,EQ,1002.3,1002.3,998.3,999.99,1000,1000,958069,958067544.12,01-APR-2021,9736,INF732E01037,
LIQUIDETF,EQ,1000,1000.01,999.99,999.99,1000,1000,9392,9391952.23,01-APR-2021,39,INF740KA1EU7,
LOKESHMACH,BE,32.55,32.9,32.55,32.9,32.9,31.35,3712,121810.8,01-APR-2021,9,INE397H01017,
LOTUSEYE,EQ,41.9,43.85,41,43.35,43.6,41,12974,556557.85,01-APR-2021,159,INE947I01017,
LOVABLE,EQ,82,85.25,82,84.3,84.4,81.45,21173,1781537.85,01-APR-2021,461,INE597L01014,
LPDC,BE,1.95,2,1.9,1.9,1.9,1.95,6751,13281.05,01-APR-2021,38,INE197J01017,
LSIL,BE,1.15,1.15,1.1,1.15,1.15,1.15,885627,1001317.35,01-APR-2021,948,INE093R01011,
LT,EQ,1432,1447.85,1420.5,1444.6,1442,1418.9,1380763,1981250124.3,01-APR-2021,64305,INE018A01030,
LTI,EQ,4082,4189,4072.3,4112.8,4121.05,4054.3,213617,880880730.15,01-APR-2021,26199,INE214T01019,
LTMFEOF2R,MF,14.45,14.45,14.45,14.45,14.45,14.4,200,2890,01-APR-2021,1,INF917K01ZT2,
LTTS,EQ,2679.95,2757.6,2679,2720.6,2721.15,2653.9,312036,847979132,01-APR-2021,28013,INE010V01017,
LUMAXIND,EQ,1610,1650.05,1601.25,1621.3,1616,1606.95,2092,3402461.55,01-APR-2021,580,INE162B01018,
LUMAXTECH,EQ,163.4,166.75,161.9,163.5,164.4,162.2,103887,17056020.4,01-APR-2021,4040,INE872H01027,
LUPIN,EQ,1033,1034.95,1019.1,1027,1024,1020.45,1089119,1120189080.75,01-APR-2021,32133,INE326A01037,
LUXIND,EQ,1748,1844,1748,1827.6,1820,1748.35,59525,107545086.25,01-APR-2021,5169,INE150G01020,
LXCHEM,EQ,176.8,186.8,171.45,180.85,180.5,174.5,4813541,862779922.35,01-APR-2021,65028,INE576O01020,
LYKALABS,BE,27,27.4,26.1,27.4,27.4,26.1,41603,1132520.85,01-APR-2021,173,INE933A01014,
LYPSAGEMS,EQ,4.5,4.6,4.25,4.6,4.6,4.4,6301,28370.55,01-APR-2021,31,INE142K01011,
M&M,EQ,801.5,809.8,779.75,807.6,806.9,795.25,5678798,4508535903.9,01-APR-2021,105433,INE101A01026,
M&MFIN,EQ,201,205.3,198.5,204.3,204,198.95,4313549,871170837.4,01-APR-2021,27816,INE774D01024,
M&MFIN,N1,1145.8,1145.8,1145.8,1145.8,1145.8,1045.05,10,11458,01-APR-2021,1,INE774D08LU6,
M100,EQ,25.45,25.89,25.1,25.33,25.45,25.47,106971,2718389.1,01-APR-2021,1188,INF247L01023,
M50,EQ,144.05,145.9,141.6,145.51,145.5,144.95,1656,239369.62,01-APR-2021,48,INF247L01536,
MAANALU,EQ,154.8,157.8,152.25,153.35,152.6,153.8,33597,5178225.35,01-APR-2021,1095,INE215I01019,
MACPOWER,BE,88.75,93,88.75,92.85,92.85,91.5,1424,129755.75,01-APR-2021,10,INE155Z01011,
MADHAV,EQ,48,50.9,48,50,49.3,47.75,10607,525931.7,01-APR-2021,141,INE925C01016,
MADHUCON,BE,5,5.25,4.75,5.05,5,5,17380,86878.85,01-APR-2021,43,INE378D01032,
MADRASFERT,BE,25.35,26.5,25.35,26.25,26.1,25.35,29679,770270.5,01-APR-2021,239,INE414A01015,
MAESGETF,EQ,25.79,25.79,25.11,25.27,25.32,25.04,1445,36469.56,01-APR-2021,31,INF769K01GS9,
MAGADSUGAR,EQ,102.95,104.7,102.15,104.05,104.55,102.05,10694,1107841.95,01-APR-2021,161,INE347W01011,
MAGMA,EQ,111.2,115.6,111.2,115.6,115.6,110.1,249291,28593733.2,01-APR-2021,1663,INE511C01022,
MAGNUM,BE,4.7,5,4.7,4.95,4.95,4.9,28861,142267.85,01-APR-2021,41,INE387I01016,
MAHABANK,EQ,21.3,21.95,21.05,21.45,21.4,20.8,7531269,161307842.75,01-APR-2021,11111,INE457A01014,
MAHAPEXLTD,BE,68.4,68.7,65,65.15,67.95,65.65,9680,639706,01-APR-2021,64,INE843B01013,
MAHASTEEL,EQ,84.4,88.9,83.1,86.15,86,82.75,84917,7331708.8,01-APR-2021,1487,INE451L01014,
MAHEPC,EQ,143.7,149.6,142.9,147.8,148,142.55,72034,10560755.5,01-APR-2021,1314,INE215D01010,
MAHESHWARI,EQ,74.05,76.75,73.3,76.35,76.75,74.6,10228,768974.1,01-APR-2021,211,INE263W01010,
MAHICKRA,SM,79.1,79.1,79.1,79.1,79.1,80.4,1500,118650,01-APR-2021,1,INE961Y01015,
MAHINDCIE,EQ,161.5,168.8,161.5,167.2,168.3,161.25,124579,20629732.9,01-APR-2021,3271,INE536H01010,
MAHLIFE,EQ,567,571,556.85,560.25,557.65,569.35,26268,14825040.7,01-APR-2021,1669,INE813A01018,
MAHLOG,EQ,582.9,590.9,570,574.75,578.95,579.75,23893,13880013.3,01-APR-2021,2338,INE766P01016,
MAHSCOOTER,EQ,3565,3649,3565,3604.95,3607,3567.55,2982,10763193.2,01-APR-2021,818,INE288A01013,
MAHSEAMLES,EQ,269.05,289.4,269.05,284.15,284,275.3,104741,29215898.5,01-APR-2021,3311,INE271B01025,
MAITHANALL,EQ,538.5,593.3,537.5,583.6,585,537.5,220286,128115823.1,01-APR-2021,8300,INE683C01011,
MAJESCO,BE,66.05,69.2,65,69.1,69.15,65.95,550480,37414650.4,01-APR-2021,5388,INE898S01029,
MALUPAPER,EQ,25.9,27.85,25.9,27,27.25,26.25,13698,368029.15,01-APR-2021,161,INE383H01017,
MAN50ETF,EQ,151.6,152.11,150.23,151.73,151.72,150.38,2431,367570.25,01-APR-2021,66,INF769K01EG9,
MANAKALUCO,EQ,8.8,9.1,8.65,8.85,8.75,8.65,7201,63154.55,01-APR-2021,60,INE859Q01017,
MANAKCOAT,EQ,11.25,12.35,11.25,12.35,12.35,11.8,117674,1420365,01-APR-2021,196,INE830Q01018,
MANAKSIA,EQ,50.05,52.35,50.05,51.8,51.8,50.45,25306,1306916.5,01-APR-2021,364,INE015D01022,
MANAKSTEEL,EQ,24.7,24.8,23.05,24.8,24.8,23.65,63429,1544286.5,01-APR-2021,329,INE824Q01011,
MANALIPETC,EQ,60.6,65.15,60.35,65.15,65.15,59.25,1453307,93259070.55,01-APR-2021,3392,INE201A01024,
MANAPPURAM,EQ,151,158.75,149.5,157.3,156.9,149.2,6547778,1012403950.1,01-APR-2021,28501,INE522D01027,
MANGALAM,EQ,103.45,110.95,102,107.85,107.4,100.15,103456,11143998.3,01-APR-2021,1470,INE584F01014,
MANGCHEFER,EQ,72.7,75.4,72.3,74.25,73.25,72.2,313733,23245238.75,01-APR-2021,2518,INE558B01017,
MANGLMCEM,EQ,284.5,286.9,280.5,283.85,284.85,280.8,34152,9694749.55,01-APR-2021,1322,INE347A01017,
MANGTIMBER,EQ,11.2,12.1,11.2,11.4,11.4,11.7,656,7552.55,01-APR-2021,14,INE805B01012,
MANINDS,EQ,80.25,82.05,79.95,80.75,81,79.65,132090,10683842.5,01-APR-2021,1328,INE993A01026,
MANINFRA,EQ,41.75,42.6,41.3,41.7,41.55,41.7,529047,22091400.75,01-APR-2021,3169,INE949H01023,
MANUGRAPH,EQ,11.95,12.3,11.8,12.2,12.3,11.8,4379,52143.2,01-APR-2021,31,INE867A01022,
MANXT50,EQ,342.22,345.91,341.08,345.91,345.91,340.82,250,86188.75,01-APR-2021,16,INF769K01FN2,
MARALOVER,BE,31.75,33,31.75,32.5,32.5,32.35,18185,594669.6,01-APR-2021,43,INE882A01013,
MARATHON,EQ,64.5,64.5,62.5,63.15,63.75,62.4,31278,1977157,01-APR-2021,250,INE182D01020,
MARICO,EQ,411.3,411.6,406.2,407.25,407.15,411.3,645008,263493581.3,01-APR-2021,20895,INE196A01026,
MARINE,EQ,66.95,68.9,65.5,66.3,66,65.8,544896,36232689.35,01-APR-2021,2013,INE01JE01028,
MARKSANS,EQ,50.6,54.5,50.1,54,54.2,49.95,2956128,155632820.85,01-APR-2021,11909,INE750C01026,
MARSHALL,SM,12.75,12.75,12.75,12.75,12.75,12.15,15000,191250,01-APR-2021,4,INE00SZ01018,
MARUTI,EQ,6950,6991.5,6855,6923.9,6922,6859.2,660759,4577878601.15,01-APR-2021,57833,INE585B01010,
MASFIN,EQ,857.6,864,841.3,858.95,860,853.1,16444,14063479,01-APR-2021,2097,INE348L01012,
MASTEK,EQ,1228,1281,1227.65,1272.9,1278,1219.65,245085,310479395.75,01-APR-2021,13019,INE759A01021,
MATRIMONY,EQ,956.1,983.95,951.75,960.65,974,959.5,24501,23712901.7,01-APR-2021,2120,INE866R01028,
MAWANASUG,EQ,36.45,37.2,35.95,36.85,37.1,35.7,38631,1416731.6,01-APR-2021,246,INE636A01039,
MAXHEALTH,EQ,204.25,221,204.25,218.2,219,205.75,930335,198968870,01-APR-2021,23853,INE027H01010,
MAXIND,EQ,64.4,64.7,64.1,64.45,64.35,64.15,45227,2908411,01-APR-2021,231,INE0CG601016,
MAXVIL,EQ,56,58.45,56,57.3,57,56.35,164357,9414667,01-APR-2021,837,INE154U01015,
MAYURUNIQ,EQ,415,427.4,415,416.1,418.45,416.8,41668,17484218.8,01-APR-2021,2822,INE040D01038,
MAZDA,EQ,450,464.85,450,463.5,464.5,451.5,4209,1943210.85,01-APR-2021,317,INE885E01034,
MAZDOCK,EQ,213,217,213,214.7,214.5,212.3,316416,67916154.4,01-APR-2021,4946,INE249Z01012,
MBAPL,BE,100.8,100.8,94.5,99.7,99.7,98.8,1795,174729.4,01-APR-2021,47,INE900L01010,
MBECL,BE,8.2,8.2,8.1,8.2,8.2,7.85,47226,387185.95,01-APR-2021,132,INE748A01016,
MBLINFRA,EQ,19.75,20.4,19.6,19.95,19.9,19.8,170919,3396293.85,01-APR-2021,413,INE912H01013,
MCDHOLDING,EQ,39.3,43.5,39.3,42.95,43.5,41.2,46932,1983189.45,01-APR-2021,216,INE836H01014,
MCDOWELL-N,EQ,559,561.9,552.25,558.3,558,556.35,1157038,644282707.4,01-APR-2021,22730,INE854D01024,
MCL,EQ,91.15,93,90.1,91.5,93,90.35,6577,597181.25,01-APR-2021,65,INE813V01022,
MCLEODRUSS,EQ,19.65,20.05,19.3,20.05,20.05,19.1,348695,6974792.05,01-APR-2021,531,INE942G01012,
MCX,EQ,1520.95,1544.9,1506.85,1518.05,1515.05,1512.95,156833,238776723.2,01-APR-2021,11601,INE745G01035,
MEGASOFT,EQ,9.65,10.15,9.55,9.8,9.95,9.55,61684,603580.9,01-APR-2021,148,INE933B01012,
MEGH,EQ,117.4,121.25,116.35,118.85,118.75,116.6,3783909,452266519.45,01-APR-2021,21187,INE974H01013,
MELSTAR,BZ,1.9,1.95,1.85,1.9,1.9,1.9,326,611.45,01-APR-2021,6,INE817A01019,
MENONBE,EQ,53.9,54.5,53.1,54.35,54.5,53.6,14544,787812.25,01-APR-2021,191,INE071D01033,
MEP,EQ,16.1,16.8,16.1,16.55,16.55,15.85,127375,2090605.45,01-APR-2021,361,INE776I01010,
MERCATOR,BE,0.85,0.85,0.75,0.8,0.85,0.8,656455,531544.25,01-APR-2021,217,INE934B01028,
METALFORGE,BE,5,5.25,4.8,5.1,5.1,5,10932,55683.85,01-APR-2021,68,INE425A01011,
METROPOLIS,EQ,2219,2265.5,2142.05,2159.65,2162,2241.2,117841,259375037.95,01-APR-2021,10297,INE112L01020,
MFSL,EQ,862.6,883.9,861.2,880.3,879.8,859.45,368923,322042393.9,01-APR-2021,12719,INE180A01020,
MGEL,EQ,46.2,46.5,46.2,46.25,46.25,45.8,3250,150360.9,01-APR-2021,9,INE0APB01016,
MGL,EQ,1183.05,1193.9,1157.1,1181.5,1181,1168.95,454224,535076026.5,01-APR-2021,14455,INE002S01010,
MHRIL,EQ,210.4,224.55,210.4,223.3,222.1,210.4,71647,15741567.45,01-APR-2021,2228,INE998I01010,
MIC,BE,0.65,0.7,0.6,0.7,0.65,0.65,93665,63671.55,01-APR-2021,91,INE287C01029,
MIDHANI,EQ,177.4,193.7,177.4,191.45,191.95,176.85,2086379,393335315.15,01-APR-2021,26330,INE099Z01011,
MILTON,SM,11,11.5,11,11.25,11.5,11.4,22000,246620,01-APR-2021,5,INE376Y01016,
MINDACORP,EQ,100.9,102.45,100.55,101.35,101.6,100.5,479422,48590205.95,01-APR-2021,4031,INE842C01021,
MINDAIND,EQ,546.45,551,531.6,539.2,540.9,542.1,276397,149150196.4,01-APR-2021,17988,INE405E01023,
MINDSPACE,RR,295,303.99,295,302.92,303.7,294.87,218000,65433666,01-APR-2021,500,INE0CCU25019,
MINDTECK,EQ,42,43.75,41.5,43.65,43.75,41.7,16500,716154.9,01-APR-2021,233,INE110B01017,
MINDTREE,EQ,2084,2111.6,2054.45,2075.95,2068,2083.9,1111247,2314529929.85,01-APR-2021,38334,INE018I01017,
MIRCELECTR,BE,13.8,14,13.35,14,14,13.35,220199,3079735.45,01-APR-2021,175,INE831A01028,
MIRZAINT,EQ,46.2,48.4,45.6,47.95,47.75,45.55,296675,13935122.65,01-APR-2021,2657,INE771A01026,
MITCON,SM,41,41,41,41,41,41,20000,820000,01-APR-2021,3,INE828O01033,
MITTAL,EQ,10.3,10.5,10.05,10.5,10.5,10,27871,290428.3,01-APR-2021,130,INE997Y01019,
MMFL,EQ,491.9,498.35,480.2,488.2,487,494.2,2889,1399442.85,01-APR-2021,463,INE227C01017,
MMP,EQ,86.05,87.9,82.6,86.1,83.5,85.25,10096,872025.5,01-APR-2021,179,INE511Y01018,
MMTC,EQ,42.7,46.55,42.5,46.55,46.55,42.35,7247068,327206973.8,01-APR-2021,18872,INE123F01029,
MODIRUBBER,BE,90.95,90.95,90.95,90.95,90.95,95.7,503,45747.85,01-APR-2021,42,INE832A01018,
MOHITIND,EQ,9.35,9.35,8.9,9.1,9.1,9.35,5450,49341,01-APR-2021,27,INE954E01012,
MOHOTAIND,BE,7,7.3,7,7.25,7.25,7.05,433,3117.45,01-APR-2021,18,INE313D01013,
MOIL,EQ,154.7,157.65,152.45,156,155.55,150.55,1792135,277735696.25,01-APR-2021,23967,INE490G01020,
MOKSH,SM,50,50,49,49,49,49.75,36000,1779450,01-APR-2021,11,INE514Y01012,
MOLDTECH,EQ,41.6,42.45,40.35,40.7,40.65,40.85,8572,351142.9,01-APR-2021,150,INE835B01035,
MOLDTEKPP,E1,270,274.4,253.6,272.7,272.9,269.25,42,11321.45,01-APR-2021,18,IN9893J01019,
MOLDTKPAC,EQ,401.95,401.95,390.1,394.8,396.4,393,28066,11065179.3,01-APR-2021,1344,INE893J01029,
MOLDTKPAC,W1,235,235,235,235,235,238,1,235,01-APR-2021,1,INE893J13016,
MONTECARLO,EQ,226,232,224.9,229.75,230.5,226.25,30863,7085138.9,01-APR-2021,1169,INE950M01013,
MORARJEE,EQ,13.8,14.9,13.8,14.75,14.9,14.2,4531,66080.5,01-APR-2021,45,INE161G01027,
MOREPENLAB,EQ,32.25,34.35,32.1,34.1,34.35,32.1,3921387,131340673.05,01-APR-2021,9491,INE083A01026,
MOTHERSUMI,EQ,203,212.4,202.5,210.45,210.4,201.45,13438282,2797201812.7,01-APR-2021,85120,INE775A01035,
MOTILALOFS,EQ,623.35,644,620,640.65,639,624.8,88439,55959480.4,01-APR-2021,6991,INE338I01027,
MOTOGENFIN,EQ,24.8,25.75,23.5,23.5,23.5,24.7,21751,518195.7,01-APR-2021,215,INE861B01023,
MPHASIS,EQ,1785,1809,1738,1747.8,1749,1776.5,423748,748991398.9,01-APR-2021,26469,INE356A01018,
MPSLTD,EQ,475,545.95,471.1,539.7,537,462.9,155043,82183223.95,01-APR-2021,7263,INE943D01017,
MPTODAY,SM,17.25,17.3,17.25,17.3,17.3,16.55,4000,69100,01-APR-2021,2,INE105Y01019,
MRF,EQ,83148,83449.95,82200,83133.1,82999,82259.45,19973,1653651774.55,01-APR-2021,11027,INE883A01011,
MRO-TEK,BE,26,26,26,26,26,24.9,123,3198,01-APR-2021,4,INE398B01018,
MRPL,EQ,39.25,40.55,39,40.05,39.95,38.85,1267870,50500153.55,01-APR-2021,4032,INE103A01014,
MSPL,EQ,7.5,7.7,7.3,7.7,7.7,7.35,30349,230445.2,01-APR-2021,120,INE752G01015,
MSTCLTD,EQ,300.6,316,300.05,305.2,305,298.45,898040,275670977.8,01-APR-2021,16507,INE255X01014,
MTARTECH,EQ,1049.5,1059,1035,1045.65,1046,1023.7,241427,252435864.55,01-APR-2021,12745,INE864I01014,
MTEDUCARE,EQ,6.6,7.3,6.45,7,7,6.4,437011,2998283.75,01-APR-2021,699,INE472M01018,
MTNL,EQ,18.9,19.65,18.9,19.45,19.4,18.75,3856929,74948795.15,01-APR-2021,4165,INE153A01019,
MUKANDENGG,EQ,17.4,17.4,16.9,17.4,17.4,15.85,28849,501470.35,01-APR-2021,142,INE022B01014,
MUKANDLTD,EQ,84.2,90.9,77.1,88.8,89.35,82.8,2346571,196658901.95,01-APR-2021,19837,INE304A01026,
MUKANDLTD,P1,5.85,5.85,5.85,5.85,5.85,5,236,1380.6,01-APR-2021,6,INE304A04012,
MUKTAARTS,EQ,28.55,29,28.5,28.7,28.75,28.1,2275,65409.05,01-APR-2021,39,INE374B01019,
MUNJALAU,EQ,54.25,55.8,54.25,55.3,55.8,53.7,123172,6771359.55,01-APR-2021,1192,INE672B01032,
MUNJALSHOW,EQ,140.5,144.25,140.05,142.85,143.7,138.7,19661,2794789.9,01-APR-2021,543,INE577A01027,
MURUDCERA,EQ,19.1,20.9,19.1,20.35,20.45,19.1,51569,1024315.7,01-APR-2021,346,INE692B01014,
MUTHOOTCAP,EQ,369,380,365.55,378.15,378,366.05,44004,16292309.3,01-APR-2021,1850,INE296G01013,
MUTHOOTFIN,EQ,1222,1222,1199.75,1214.35,1214,1205.9,649180,784979844.8,01-APR-2021,24279,INE414G01012,
N100,EQ,954.9,954.9,938.03,950.08,951.99,934.27,38981,36798343.57,01-APR-2021,2235,INF247L01031,
NABARD,N1,1476,1476,1197,1197,1197,1230,12,16038,01-APR-2021,4,INE261F07057,
NABARD,N2,1215,1223,1215,1223,1223,1210.36,345,421005,01-APR-2021,9,INE261F07032,
NACLIND,EQ,38,39.5,37.05,39.3,39.25,37.65,84318,3277079.15,01-APR-2021,439,INE295D01020,
NAGAFERT,BE,6.55,6.55,6.2,6.35,6.4,6.3,205355,1314001.55,01-APR-2021,421,INE454M01024,
NAGREEKCAP,EQ,6.5,6.5,5.9,5.9,5.9,6.2,362,2195.2,01-APR-2021,6,INE245I01016,
NAGREEKEXP,EQ,15.05,15.8,14.55,15.65,15.1,15.3,5500,83011.8,01-APR-2021,74,INE123B01028,
NAHARCAP,EQ,104,113.25,104,109.25,106.8,104.5,21663,2396293.8,01-APR-2021,522,INE049I01012,
NAHARINDUS,EQ,45.4,46.3,43.65,46.3,46.3,44.1,52244,2379514.1,01-APR-2021,518,INE289A01011,
NAHARPOLY,EQ,111.6,125.8,111,121.5,120.9,110.5,241563,29309832.8,01-APR-2021,4440,INE308A01027,
NAHARSPING,EQ,104.5,107.5,104,104.8,105.8,104.05,36363,3849935.65,01-APR-2021,378,INE290A01027,
NAM-INDIA,EQ,337.1,346.85,336,344.4,344.3,338.3,777441,265041062.45,01-APR-2021,11404,INE298J01013,
NATCOPHARM,EQ,829.9,854.9,829.05,842.1,840,825.55,322915,272713627.75,01-APR-2021,13550,INE987B01026,
NATHBIOGEN,EQ,305,323,303.4,320.45,319,300.2,27134,8542507.05,01-APR-2021,932,INE448G01010,
NATIONALUM,EQ,54.8,59.2,54.5,58.75,58.7,54.05,41165892,2376267618.4,01-APR-2021,60238,INE139A01034,
NATNLSTEEL,BE,3.65,3.7,3.5,3.7,3.7,3.65,1730,6104,01-APR-2021,5,INE088B01015,
NAUKRI,EQ,4300.95,4324.2,4170,4263.05,4286.9,4280.55,780736,3309490012.05,01-APR-2021,72025,INE663F01024,
NAVINFLUOR,EQ,2796,2819.85,2755.1,2777,2770,2755,201075,558461449.6,01-APR-2021,19658,INE048G01026,
NAVKARCORP,EQ,31.95,33.3,31.5,31.9,31.95,31.15,1965999,63688352.05,01-APR-2021,6383,INE278M01019,
NAVNETEDUL,EQ,80.5,85.2,80.5,83.65,84,80.1,285250,23755426,01-APR-2021,2730,INE060A01024,
NAZARA,EQ,1505.1,1738.4,1499.05,1670.7,1662,1466.3,3523089,5734329438.4,01-APR-2021,213632,INE418L01021,
NBCC,EQ,47.25,48.35,46.9,47.95,47.95,46.8,7769317,370521215.25,01-APR-2021,20137,INE095N01031,
NBIFIN,EQ,1934,1934.7,1906,1933.65,1934.7,1958.5,71,136467.25,01-APR-2021,13,INE365I01020,
NBVENTURES,EQ,69.95,75.3,69.9,73.15,73.2,69.5,2041780,149202726.8,01-APR-2021,10838,INE725A01022,
NCC,EQ,79.5,82.4,79.5,81.1,81.2,79,3286735,265774726.3,01-APR-2021,17629,INE868B01028,
NCLIND,EQ,172.5,175.6,171.3,172.65,172.5,171.9,273337,47395236.2,01-APR-2021,4343,INE732C01016,
NCPSESDL24,EQ,104,104,103.1,103.19,103.2,103.11,39106,4035724.15,01-APR-2021,20,INF204KB18W4,
NDGL,EQ,713,770,713,750.2,754,740.65,44,32649.4,01-APR-2021,20,INE756C01015,
NDL,EQ,31.5,33.25,30.45,32.3,32.4,31.45,37805,1223113.55,01-APR-2021,279,INE875G01030,
NDRAUTO,EQ,194.7,194.8,188.2,193.45,193.5,187.35,1164,223980.05,01-APR-2021,82,INE07OG01012,
NDTV,EQ,56.05,57.95,54.8,56.05,56,56.45,27430,1539588.1,01-APR-2021,347,INE155G01029,
NECCLTD,EQ,8.2,8.45,8.1,8.3,8.45,7.95,13148,108117.3,01-APR-2021,67,INE553C01016,
NECLIFE,EQ,18.75,19.65,18.75,19.25,19.3,18.6,329328,6343586.25,01-APR-2021,1040,INE023H01027,
NELCAST,EQ,65.45,66.4,64.4,65.8,65.55,64.25,58908,3855228.7,01-APR-2021,584,INE189I01024,
NELCO,EQ,192.1,198.4,192.1,197.5,196.55,188.65,77513,15199558.3,01-APR-2021,1897,INE045B01015,
NEOGEN,EQ,867,886.5,853,863.9,866.9,860.8,67952,59060793.55,01-APR-2021,6419,INE136S01016,
NESCO,EQ,528,534.65,519.6,522.8,520,526.2,63215,33267294.95,01-APR-2021,4684,INE317F01035,
NESTLEIND,EQ,17165.2,17188.55,16967.6,17083.15,17051,17165.2,83176,1419091403.35,01-APR-2021,15149,INE239A01016,
NETF,EQ,182.64,182.64,182.64,182.64,182.64,178.5,108,19725.12,01-APR-2021,20,INF277K015R5,
NETFCONSUM,EQ,64,66.18,64,65.42,65.5,64.53,3040,197460.73,01-APR-2021,109,INF204KA1LD7,
NETFDIVOPP,EQ,38.1,38.1,36.23,37.99,37.99,37.35,263,9944.31,01-APR-2021,30,INF204KA1MS3,
NETFIT,EQ,27,27,26.2,26.32,26.38,26.17,461572,12184609.72,01-APR-2021,1440,INF204KB15V2,
NETFLTGILT,EQ,22.4,22.4,22.05,22.14,22.17,22.16,19670,436121.86,01-APR-2021,193,INF204KB1882,
NETFMID150,EQ,94.12,94.12,91.14,92.5,92.5,91.98,83391,7694067.76,01-APR-2021,875,INF204KB1V68,
NETFNIF100,EQ,156,156.98,151.46,152.23,152,156.98,21851,3311462.68,01-APR-2021,95,INF204K014N5,
NETFNV20,EQ,82,82.5,79.5,80.18,79.5,80.7,3634,295216.92,01-APR-2021,139,INF204KB18I3,
NETFSDL26,EQ,101.7,101.72,101.65,101.65,101.65,101.23,48,4881.05,01-APR-2021,8,INF204KC1022,
NETWORK18,EQ,36.75,38.6,36.7,38,38.1,36.4,797686,29919989.65,01-APR-2021,3265,INE870H01013,
NEULANDLAB,EQ,2085,2210,2085,2185.05,2181.15,2089.2,107695,233207931.95,01-APR-2021,8202,INE794A01010,
NEWGEN,EQ,284.5,299.2,284.5,297.85,298.5,283.05,76429,22555869.55,01-APR-2021,4154,INE619B01017,
NEXTMEDIA,EQ,3.65,3.65,3.5,3.65,3.65,3.5,1446,5273.4,01-APR-2021,16,INE747B01016,
NFL,EQ,54.7,56.3,54.5,55.35,55.35,54.1,1368053,75533075.5,01-APR-2021,5797,INE870D01012,
NH,EQ,411,421.8,411,418.05,418.5,405.85,196432,81858202.55,01-APR-2021,9585,INE410P01011,
NHAI,N1,1074,1074.9,1073,1073,1073,1073.52,1503,1612931.5,01-APR-2021,10,INE906B07CA1,
NHAI,N2,1234.7,1234.7,1226.6,1227.73,1229.95,1234.57,10363,12727547.85,01-APR-2021,51,INE906B07CB9,
NHAI,N4,1145,1145,1145,1145,1145,1100.76,1,1145,01-APR-2021,1,INE906B07DD3,
NHAI,N6,1269.4,1270,1265,1269.9,1269.9,1266,2140,2714362.06,01-APR-2021,38,INE906B07DF8,
NHAI,N9,1191,1195,1191,1195,1195,1200,2,2386,01-APR-2021,2,INE906B07EI0,
