SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
LIBERTSHOE,EQ,125,127.25,124.05,126.75,126.5,126.85,22138,2790326.5,03-MAY-2021,668,INE557B01019,
LICHSGFIN,EQ,404,411.5,398.75,407.8,408.85,405.7,1832338,744735369.6,03-MAY-2021,29554,INE115A01026,
LICNETFGSC,EQ,21.99,21.99,21.71,21.88,21.89,21.91,3345,72885.36,03-MAY-2021,84,INF767K01MV5,
LICNETFN50,EQ,171.5,171.5,166.36,171.28,171.5,169.72,838,143047.35,03-MAY-2021,161,INF767K01OS7,
LICNETFSEN,EQ,526.8,535,516.6,526.9,522.01,526.8,96,50329.17,03-MAY-2021,68,INF767K01OT5,
LICNFNHGP,EQ,159.63,159.63,150.95,152.67,154.47,154.99,979,149645.05,03-MAY-2021,87,INF767K01PC8,
LIKHITHA,EQ,367.2,379.25,364.35,373.15,375,374.2,51871,19265397.35,03-MAY-2021,3145,INE060901019,
LINCOLN,EQ,283,305,281.5,300.65,302.1,282.5,1467107,437057303.65,03-MAY-2021,30643,INE405C01035,
LINCPEN,EQ,155,155,150,151.05,151.1,152,1132,171786.7,03-MAY-2021,50,INE802B01019,
LINDEINDIA,EQ,1834.7,1860,1805,1817.8,1819,1834.7,55554,101500622.35,03-MAY-2021,6093,INE473A01011,
LIQUIDBEES,EQ,1000,1000.01,999,1000,1000.01,1000,784104,784103565.49,03-MAY-2021,7554,INF732E01037,
LIQUIDETF,EQ,999.99,1000.01,999.99,1000,1000,999.99,124045,124045550.56,03-MAY-2021,73,INF740KA1EU7,
LODHA,EQ,590,605,570.2,599.3,605,593.7,424237,249535945.9,03-MAY-2021,9572,INE670K01029,
LOKESHMACH,BE,46.05,47.65,44.7,45.05,45,47.05,8585,389482.9,03-MAY-2021,93,INE397H01017,
LOTUSEYE,EQ,43.85,43.95,42.5,43.6,43.9,42.75,10281,445232.6,03-MAY-2021,157,INE947I01017,
LOVABLE,EQ,90.9,91.85,85.8,87.25,87,90,108181,9604576.25,03-MAY-2021,2376,INE597L01014,
LPDC,EQ,2,2.1,2,2.05,2.05,2.1,11634,23431.1,03-MAY-2021,30,INE197J01017,
LSIL,EQ,1.5,1.5,1.5,1.5,1.5,1.45,971951,1457926.5,03-MAY-2021,606,INE093R01011,
LT,EQ,1325.5,1351.3,1319.15,1342.5,1341.5,1340.45,1653245,2208017791,03-MAY-2021,93782,INE018A01030,
LTI,EQ,3903,3940,3850,3923.6,3928,3890.25,178549,697747970.35,03-MAY-2021,18354,INE214T01019,
LTTS,EQ,2730,2820,2640,2797.4,2795,2728.9,572400,1593177875.2,03-MAY-2021,34696,INE010V01017,
LUMAXIND,EQ,1529.2,1563.55,1505,1553,1550,1521.55,2277,3487717.75,03-MAY-2021,474,INE162B01018,
LUMAXTECH,EQ,145,146.1,142.6,143.3,142.8,146.8,75991,10944290.6,03-MAY-2021,2230,INE872H01027,
LUPIN,EQ,1068,1082.9,1060.35,1072.85,1073.5,1069.5,1472210,1576450555.45,03-MAY-2021,24793,INE326A01037,
LUXIND,EQ,1904.9,1924,1875,1887.95,1881.5,1905.35,38881,73975733.95,03-MAY-2021,2541,INE150G01020,
LXCHEM,EQ,205.4,214.85,205.05,212.05,212.9,207.85,2427377,514548391.5,03-MAY-2021,33710,INE576O01020,
LYKALABS,EQ,42.9,43.35,42.1,43.35,43.35,41.3,183596,7911781.45,03-MAY-2021,368,INE933A01014,
LYPSAGEMS,EQ,4.3,4.3,4.05,4.2,4.2,4.25,81001,329181.85,03-MAY-2021,56,INE142K01011,
M&M,EQ,744.9,766.55,740.05,752.95,753.95,752.55,3749870,2830244248,03-MAY-2021,91666,INE101A01026,
M&MFIN,EQ,159.8,162.6,158.1,160.3,160.3,161.85,8292936,1331309833.55,03-MAY-2021,43608,INE774D01024,
M100,EQ,25.82,28.6,25.21,25.54,25.51,25.6,142577,3637068.54,03-MAY-2021,2025,INF247L01023,
M14RG,MF,9.16,9.16,9.16,9.16,9.16,9.83,1500,13740,03-MAY-2021,1,INF903JA1971,
M50,EQ,156.7,156.7,141.97,143.59,143.32,143.78,529,75960.8,03-MAY-2021,37,INF247L01536,
MAANALU,EQ,186.05,195.9,186.05,188.4,188,185.85,131178,25066017.1,03-MAY-2021,3684,INE215I01019,
MACPOWER,EQ,89.6,89.65,84.7,87.3,87.55,89.1,29402,2568409.4,03-MAY-2021,67,INE155Z01011,
MADHAV,EQ,50.45,50.95,48.85,50,50,49.9,13260,659250.6,03-MAY-2021,250,INE925C01016,
MADHUCON,EQ,4.95,4.95,4.65,4.8,4.8,4.85,47027,219570.35,03-MAY-2021,110,INE378D01032,
MADRASFERT,EQ,24.45,26.65,24.45,26.35,26.45,25.4,148925,3904527.2,03-MAY-2021,809,INE414A01015,
MAESGETF,EQ,25,25.01,24.65,24.95,24.98,24.94,5707,141832.39,03-MAY-2021,52,INF769K01GS9,
MAGADSUGAR,EQ,167.9,185.05,163.1,183.75,185.05,168.25,907451,164266910.7,03-MAY-2021,10507,INE347W01011,
MAGMA,EQ,117,119.3,112.55,116.8,117,118.2,1826637,210276364.1,03-MAY-2021,9010,INE511C01022,
MAGMA,N6,1149,1149,1149,1149,1149,1149,5,5745,03-MAY-2021,1,INE511C07706,
MAGMA,N7,1021.06,1021.06,1021.06,1021.06,1021.06,1070,2,2042.12,03-MAY-2021,1,INE511C07714,
MAGNUM,EQ,4.25,4.5,4.25,4.5,4.45,4.35,4790,21069,03-MAY-2021,26,INE387I01016,
MAHABANK,EQ,23.7,23.95,23.2,23.45,23.55,24.05,4756452,112188883.15,03-MAY-2021,7590,INE457A01014,
MAHAPEXLTD,BE,68.75,68.75,64.55,65.65,65.65,66.95,761,50501.9,03-MAY-2021,21,INE843B01013,
MAHASTEEL,EQ,89.2,95,89.2,92.7,92.15,92.7,28823,2687496.4,03-MAY-2021,867,INE451L01014,
MAHEPC,EQ,148.5,148.5,143.55,143.95,144.3,147.25,94002,13637830.95,03-MAY-2021,1943,INE215D01010,
MAHESHWARI,EQ,105.9,105.9,101.65,104.6,104.95,103.25,29868,3109606.55,03-MAY-2021,936,INE263W01010,
MAHICKRA,SM,76.75,76.75,76.35,76.35,76.35,76.9,3000,229650,03-MAY-2021,2,INE961Y01015,
MAHINDCIE,EQ,169,176,167.3,175.05,175,170.7,460235,80104723.9,03-MAY-2021,6970,INE536H01010,
MAHLIFE,EQ,499,503.3,483.55,499.95,500,499.85,51948,25616967.65,03-MAY-2021,2652,INE813A01018,
MAHLOG,EQ,538.8,539,515.15,518.2,519.4,534.1,151903,79376883.05,03-MAY-2021,8904,INE766P01016,
MAHSCOOTER,EQ,3610,3610,3516,3534.6,3531,3595.8,5436,19323899.7,03-MAY-2021,1803,INE288A01013,
MAHSEAMLES,EQ,288.15,301.55,286.9,297.2,297.5,289.5,220969,65492923.1,03-MAY-2021,5460,INE271B01025,
MAITHANALL,BL,838,838,838,838,838,724,133000,111454000,03-MAY-2021,1,INE683C01011,
MAITHANALL,EQ,786,869,780.1,852.45,856.3,789.75,295540,247117884.05,03-MAY-2021,13229,INE683C01011,
MAJESCO,EQ,71.05,72.15,70.8,71.8,72.15,71.65,463759,33090222,03-MAY-2021,3179,INE898S01029,
MALUPAPER,EQ,24.5,25,24.4,24.8,24.8,24.95,11504,285619.1,03-MAY-2021,341,INE383H01017,
MAN50ETF,EQ,153.1,153.1,147.71,149.5,150.02,150.06,66903,10001292.55,03-MAY-2021,140,INF769K01EG9,
MANAKALUCO,EQ,10.75,11.8,9.9,10.95,10.9,10.4,117172,1288597.6,03-MAY-2021,374,INE859Q01017,
MANAKCOAT,EQ,15.5,16.3,14.9,16,16.3,15.6,197114,3024727.45,03-MAY-2021,298,INE830Q01018,
MANAKSIA,EQ,57.45,57.9,56.5,57.2,57.85,56.3,93702,5354847.9,03-MAY-2021,1486,INE015D01022,
MANAKSTEEL,EQ,25.5,26,24.6,25.9,25.75,25,129784,3350866.1,03-MAY-2021,666,INE824Q01011,
MANALIPETC,EQ,80.8,83.4,78.1,81.3,81,78.85,1895344,154027332.65,03-MAY-2021,9771,INE201A01024,
MANAPPURAM,EQ,148,149,143,148.4,148.6,149.05,3732748,547898649.8,03-MAY-2021,20097,INE522D01027,
MANGALAM,EQ,138,144.65,138,140.2,140,141.25,172560,24372130.65,03-MAY-2021,2858,INE584F01014,
MANGCHEFER,EQ,78,85.4,77,83.75,83.8,78.55,1855458,154973387.85,03-MAY-2021,12074,INE558B01017,
MANGLMCEM,EQ,268,282.6,268,279.95,279.2,273.95,25023,6992555.8,03-MAY-2021,1057,INE347A01017,
MANGTIMBER,EQ,10.3,10.7,10.25,10.35,10.35,10.25,3088,31993.25,03-MAY-2021,25,INE805B01012,
MANINDS,EQ,90.85,96.3,90.85,93.8,93.75,90.85,1365270,128604486.6,03-MAY-2021,16953,INE993A01026,
MANINFRA,EQ,38.7,39.65,38.15,38.95,38.8,38.65,461989,18005209.9,03-MAY-2021,2278,INE949H01023,
MANUGRAPH,EQ,11.35,11.35,10.55,11.2,10.95,10.95,5939,65889.65,03-MAY-2021,123,INE867A01022,
MANXT50,EQ,343.75,349.69,343.71,349.69,349.69,345.66,381,132792.64,03-MAY-2021,23,INF769K01FN2,
MARALOVER,EQ,37,37,35.15,35.25,35.15,37,125954,4515871.8,03-MAY-2021,658,INE882A01013,
MARATHON,EQ,48.55,49.95,48.55,49.05,49.5,49.55,13674,672955.05,03-MAY-2021,522,INE182D01020,
MARICO,EQ,420.05,454,416.1,445.15,445.25,411.45,21636785,9599534394.8,03-MAY-2021,245417,INE196A01026,
MARINE,EQ,73,76.5,71.7,75.4,75.5,72.75,709862,51764148.1,03-MAY-2021,2179,INE01JE01028,
MARKSANS,EQ,70.95,77.8,70.55,74.7,74.4,71.5,17303259,1299138280.55,03-MAY-2021,65993,INE750C01026,
MARUTI,EQ,6430,6622,6400,6597.85,6600,6455.65,834923,5484391485.25,03-MAY-2021,71917,INE585B01010,
MASFIN,EQ,786.6,808.75,775,788.75,784.55,796.85,15485,12195075.95,03-MAY-2021,1606,INE348L01012,
MASTEK,EQ,1649.4,1714.85,1598.1,1620.8,1618.95,1648.15,271255,451218589.75,03-MAY-2021,19587,INE759A01021,
MATRIMONY,EQ,954,985,946.1,979.05,975,946.1,21311,20727490.8,03-MAY-2021,2030,INE866R01028,
MAWANASUG,EQ,44.4,45.95,44.4,45.95,45.95,43.8,145217,6577976.8,03-MAY-2021,360,INE636A01039,
MAXHEALTH,EQ,227.7,233.25,227.5,230.8,230.25,226.95,768189,177164106.85,03-MAY-2021,19383,INE027H01010,
MAXIND,EQ,65.95,66.3,65.5,65.9,65.85,65.7,168194,11094000.95,03-MAY-2021,766,INE0CG601016,
MAXVIL,EQ,54.45,55.45,54,54.85,54.45,54.8,98958,5404657.25,03-MAY-2021,937,INE154U01015,
MAYURUNIQ,EQ,424.75,446.25,424.75,426.65,427.1,436.9,93190,40252475.2,03-MAY-2021,4516,INE040D01038,
MAZDA,EQ,463,463,450.5,456.05,459,451.05,8681,3936192.9,03-MAY-2021,187,INE885E01034,
MAZDOCK,EQ,199.4,205.8,198.55,203.5,203.3,200.3,327197,66686743.3,03-MAY-2021,6752,INE249Z01012,
MBAPL,EQ,78.35,83,78.25,82.05,82.5,82.35,1047,85101.3,03-MAY-2021,30,INE900L01010,
MBECL,BE,7.5,8,7.4,7.55,7.55,7.75,36100,274325.4,03-MAY-2021,67,INE748A01016,
MBLINFRA,EQ,17.8,18.45,17.4,18.05,17.9,17.8,87471,1554033.6,03-MAY-2021,598,INE912H01013,
MCDHOLDING,EQ,39.7,40.4,37.6,39.75,39.95,38.3,17188,671109.85,03-MAY-2021,190,INE836H01014,
MCDOWELL-N,EQ,517,526,512.55,524.75,523.6,519.55,1365561,710377729.25,03-MAY-2021,31387,INE854D01024,
MCL,EQ,90,90,86.05,86.35,87.9,87.75,49714,4339762.7,03-MAY-2021,425,INE813V01022,
MCLEODRUSS,EQ,22.5,23.75,22.3,23.55,23.45,22.65,1337094,31563022.25,03-MAY-2021,2123,INE942G01012,
MCX,EQ,1481.15,1509,1470,1493.2,1490,1476.25,100218,149746562.95,03-MAY-2021,7806,INE745G01035,
MEGASOFT,EQ,12.7,13.7,12,13.55,13.6,12.7,547287,7138816.65,03-MAY-2021,1617,INE933B01012,
MEGH,EQ,141,153.5,140.5,148.1,148,141.15,10156837,1510985446,03-MAY-2021,62863,INE974H01013,
MELSTAR,BZ,2,2.1,1.95,2,2,2,1666,3385.6,03-MAY-2021,12,INE817A01019,
MENONBE,EQ,57.5,58.55,55.45,55.75,56.1,57.35,62674,3529774.6,03-MAY-2021,755,INE071D01033,
MEP,EQ,15.8,16.35,15.55,16.05,16.2,15.8,62844,996408.3,03-MAY-2021,379,INE776I01010,
MERCATOR,EQ,1.05,1.05,1.05,1.05,1.05,1,1055903,1108698.15,03-MAY-2021,206,INE934B01028,
METALFORGE,BZ,5,5.4,4.95,5.4,5.4,5.15,6732,34718.65,03-MAY-2021,37,INE425A01011,
METROPOLIS,EQ,2375,2430,2374.3,2385.7,2380,2395.05,24826,59689099.45,03-MAY-2021,3215,INE112L01020,
MFSL,EQ,898.9,904.35,881.5,895.1,903,895.9,506876,450514304.85,03-MAY-2021,14891,INE180A01020,
MGEL,EQ,48.75,50.5,46,46.5,48.45,46,5908,285751.45,03-MAY-2021,107,INE0APB01016,
MGL,EQ,1126.25,1152,1117.2,1137.9,1137.5,1125.35,531738,605754928.6,03-MAY-2021,17787,INE002S01010,
MHHL,SM,25.2,25.2,25.2,25.2,25.2,24,36000,907200,03-MAY-2021,12,INE450S01011,
MHRIL,EQ,207,222.15,203.35,209.25,207.2,210.7,498143,105663628.75,03-MAY-2021,9502,INE998I01010,
MIC,EQ,0.85,0.85,0.85,0.85,0.85,0.8,81805,69534.25,03-MAY-2021,54,INE287C01029,
MIDHANI,EQ,183.8,191,183,188.1,188.25,184.45,576716,108052843.7,03-MAY-2021,8908,INE099Z01011,
MILTON,SM,24.35,24.35,24.35,24.35,24.35,23.2,22000,535700,03-MAY-2021,5,INE376Y01016,
MINDACORP,EQ,100.9,101.55,99.2,101.05,101,101.25,289931,29187588.55,03-MAY-2021,2551,INE842C01021,
MINDAIND,EQ,520.2,531.45,520.2,523.4,525.5,524.95,99538,52362594.35,03-MAY-2021,6055,INE405E01023,
MINDSPACE,RR,300.8,300.8,290,298.69,298.15,299.49,70600,21062116,03-MAY-2021,222,INE0CCU25019,
MINDTECK,EQ,52.05,52.4,50.15,51.45,51.4,51.4,10750,550254.85,03-MAY-2021,323,INE110B01017,
MINDTREE,EQ,2100,2125.2,2081.5,2117.8,2117,2106,388869,819933492.05,03-MAY-2021,18075,INE018I01017,
MIRCELECTR,EQ,14,14.7,13.6,14.45,14.5,14.05,1208473,17060840,03-MAY-2021,1602,INE831A01028,
MIRZAINT,EQ,45.3,45.8,44.65,44.85,44.9,45.5,171519,7737455.75,03-MAY-2021,2244,INE771A01026,
MITTAL,EQ,10.35,10.5,9.95,10.1,10.2,10.15,39288,395909.65,03-MAY-2021,167,INE997Y01019,
MMFL,EQ,439,456,433.45,450.15,455,446.6,11190,4994313.65,03-MAY-2021,544,INE227C01017,
MMP,EQ,88.05,91.7,87,89.6,90.9,89.05,114062,10120776.2,03-MAY-2021,215,INE511Y01018,
MMTC,EQ,41,43.5,40.6,42.75,42.7,40.85,6945466,296266894.5,03-MAY-2021,20926,INE123F01029,
MODIRUBBER,BE,79,82,78.6,80.2,80.3,78.6,3344,267373.1,03-MAY-2021,79,INE832A01018,
MODISNME,EQ,52.6,62.7,52.05,62.65,62.7,52.25,986585,59082417.1,03-MAY-2021,13298,INE737D01021,
MOHITIND,EQ,6.2,6.7,6.2,6.65,6.7,6.4,17155,111529.4,03-MAY-2021,35,INE954E01012,
MOHOTAIND,EQ,6.45,6.45,6.1,6.25,6.2,6.3,7983,49506.7,03-MAY-2021,50,INE313D01013,
MOIL,EQ,164.75,174.9,161.55,172.55,172.45,165.05,2262716,386144228.7,03-MAY-2021,26909,INE490G01020,
MOKSH,SM,47.5,47.5,47,47,47,50,6000,283500,03-MAY-2021,2,INE514Y01012,
MOLDTECH,EQ,46.75,46.9,44,45.85,45.45,45.95,10307,472640.25,03-MAY-2021,378,INE835B01035,
MOLDTEKPP,E1,319.65,340,293,334.05,340,305,1358,424340.85,03-MAY-2021,193,IN9893J01019,
MOLDTKPAC,EQ,445.5,476.8,435.55,474.15,472,445.55,98984,45755769.1,03-MAY-2021,4014,INE893J01029,
MOLDTKPAC,W1,309,333,262.1,324.3,333,301,1767,557367.1,03-MAY-2021,31,INE893J13016,
MONTECARLO,EQ,222.1,229.9,222.1,226.75,227.4,224.05,17248,3922060.95,03-MAY-2021,667,INE950M01013,
MORARJEE,EQ,14.4,14.4,13.8,13.9,13.95,13.8,11868,166530.9,03-MAY-2021,48,INE161G01027,
MOREPENLAB,EQ,66.3,68.65,66.1,68.65,68.65,65.4,7994655,544655254.25,03-MAY-2021,23810,INE083A01026,
MOTHERSUMI,EQ,214,219.4,210.9,215.7,215.8,214.7,8713281,1886861092.05,03-MAY-2021,55741,INE775A01035,
MOTILALOFS,EQ,641.75,674,632,647.1,649.9,637.7,323428,211044641.8,03-MAY-2021,14809,INE338I01027,
MOTOGENFIN,EQ,20.35,20.35,19.8,19.9,19.9,20.25,5713,114148,03-MAY-2021,51,INE861B01023,
MPHASIS,EQ,1764,1791.5,1750,1785.8,1782,1764.8,293527,519056444.65,03-MAY-2021,9653,INE356A01018,
MPSLTD,EQ,590,625,581.45,619.85,619.2,591.55,17682,10847085.45,03-MAY-2021,923,INE943D01017,
MPTODAY,SM,21,21,21,21,21,21.8,4000,84000,03-MAY-2021,2,INE105Y01019,
MRF,EQ,80399.9,81127.95,79300.1,79907.55,80000,80720.55,18348,1471805398.55,03-MAY-2021,10662,INE883A01011,
MRO-TEK,EQ,22.7,23.85,22.1,23.2,23.2,23.25,1371,31422.35,03-MAY-2021,23,INE398B01018,
MRPL,EQ,43.1,44.2,42.3,43.5,43.4,43.25,4078600,176833420.6,03-MAY-2021,11976,INE103A01014,
MSPL,BE,12.1,12.1,11.9,12.1,12.1,11.55,453251,5481522.95,03-MAY-2021,522,INE752G01015,
MSTCLTD,EQ,253.45,262.2,250.65,258.15,256.9,253.45,200889,51254388.55,03-MAY-2021,5288,INE255X01014,
MTARTECH,EQ,928,948.55,916,932.5,933,933.55,90212,84527490.4,03-MAY-2021,5735,INE864I01014,
MTEDUCARE,EQ,6.8,6.95,6.8,6.9,6.9,6.8,64392,443746.25,03-MAY-2021,192,INE472M01018,
MTNL,EQ,16,16.5,15.85,16,16,16.1,1750209,28117367.65,03-MAY-2021,2718,INE153A01019,
MUKANDENGG,BE,19.05,20,19.05,19.85,20,20.05,5489,105075.45,03-MAY-2021,14,INE022B01014,
MUKANDLTD,BE,115.2,115.2,112,115.2,115.2,109.75,119190,13720315.1,03-MAY-2021,670,INE304A01026,
MUKANDLTD,P1,4.9,5.95,4.9,5.2,5.15,5.3,536,2780.65,03-MAY-2021,6,INE304A04012,
MUKTAARTS,EQ,28.75,28.8,28.1,28.25,28.1,28.2,1910,54278.2,03-MAY-2021,58,INE374B01019,
MUNJALAU,EQ,51.6,53.5,51.25,52.3,52.75,52.55,97782,5129590.3,03-MAY-2021,1414,INE672B01032,
MUNJALSHOW,EQ,131.05,135.2,130.15,134.25,135.2,132.95,11893,1588313.5,03-MAY-2021,474,INE577A01027,
MURUDCERA,EQ,19.5,20.5,19.5,20.2,20.4,19.55,44998,902541.45,03-MAY-2021,690,INE692B01014,
MUTHOOTCAP,EQ,375.8,375.8,367,371.1,371.2,369.55,14131,5226518.15,03-MAY-2021,661,INE296G01013,
MUTHOOTFIN,EQ,1155,1164.7,1135,1159.7,1163,1157.4,424881,489695851.5,03-MAY-2021,16412,INE414G01012,
N100,EQ,1032,1032,1014,1019.6,1023,1020.77,41401,42291153.28,03-MAY-2021,3027,INF247L01031,
NABARD,N2,1244,1244.8,1240,1240,1240,1244,206,256068,03-MAY-2021,9,INE261F07032,
NACLIND,EQ,38,40.25,37.8,39.9,39.95,37.8,163013,6435752.1,03-MAY-2021,775,INE295D01020,
NAGAFERT,EQ,5.45,5.95,5.45,5.95,5.95,5.7,310352,1783852.8,03-MAY-2021,286,INE454M01024,
NAGREEKCAP,EQ,6.3,6.3,6.05,6.05,6.05,6.05,649,3932.45,03-MAY-2021,7,INE245I01016,
NAGREEKEXP,EQ,17.6,19.1,17.1,17.45,17.8,17.5,16107,287025.7,03-MAY-2021,91,INE123B01028,
NAHARCAP,EQ,103.9,106.9,92.85,103.6,104,99.9,29321,3002054.4,03-MAY-2021,589,INE049I01012,
NAHARINDUS,EQ,47,49.95,43.6,49.35,49.75,45.55,44919,2160210.05,03-MAY-2021,509,INE289A01011,
NAHARPOLY,EQ,131.9,138.5,131.05,133.7,135,129.85,365222,49251904.1,03-MAY-2021,5705,INE308A01027,
NAHARSPING,EQ,106,110,105.85,110,110,104.8,80517,8785889.85,03-MAY-2021,897,INE290A01027,
NAM-INDIA,EQ,339,340.85,335.05,338.65,338.7,341.7,475036,160693279.8,03-MAY-2021,9707,INE298J01013,
NATCOPHARM,EQ,929,934,910.3,924.4,924.25,896.35,1019356,943195929.85,03-MAY-2021,34771,INE987B01026,
NATHBIOGEN,EQ,349.1,361.1,348,356.15,352,352.05,55937,19799420.7,03-MAY-2021,1021,INE448G01010,
NATIONALUM,EQ,64.4,68.5,64.15,67.65,67.7,64.65,59516858,3982634195.8,03-MAY-2021,90871,INE139A01034,
NATNLSTEEL,BE,4.95,5,4.6,4.95,5,4.8,17935,89234.35,03-MAY-2021,32,INE088B01015,
NAUKRI,EQ,4880,4899,4825,4864.95,4862,4914.7,372170,1807283180.7,03-MAY-2021,30867,INE663F01024,
NAVINFLUOR,EQ,3425,3545,3406.65,3493.65,3511.2,3428.2,315996,1100245777.95,03-MAY-2021,25505,INE048G01026,
NAVKARCORP,EQ,34.3,35.45,33.85,34.75,34.8,34,530009,18529770.4,03-MAY-2021,2520,INE278M01019,
NAVNETEDUL,EQ,73.1,75.05,73.1,74.6,74.3,74.6,67647,5008458.05,03-MAY-2021,1442,INE060A01024,
NAZARA,EQ,1720,1844,1715.05,1826.1,1823,1736.75,442236,793961139.65,03-MAY-2021,26843,INE418L01021,
NBCC,EQ,40.25,42.1,39.9,41.55,41.85,40.6,8276019,340160469.05,03-MAY-2021,18998,INE095N01031,
NBIFIN,EQ,2014.95,2014.95,1860,1957.2,1970,1958.8,115,223649.9,03-MAY-2021,29,INE365I01020,
NBVENTURES,EQ,79.15,86,78.6,84.8,85.35,78.3,3563416,298235018,03-MAY-2021,24801,INE725A01022,
NCC,EQ,73.5,74.35,72.65,73.6,73.3,74.65,2544608,186783902.25,03-MAY-2021,12141,INE868B01028,
NCLIND,EQ,187,192.6,184.55,187,186.85,184.65,782817,147987905.35,03-MAY-2021,10498,INE732C01016,
NCPSESDL24,EQ,105,105,104.14,104.16,104.16,104.16,145111,15127656.18,03-MAY-2021,18,INF204KB18W4,
NDGL,EQ,714.95,836,714.95,826.15,803,774.5,497,397216.75,03-MAY-2021,65,INE756C01015,
NDL,EQ,31,31,29.6,30.45,30.5,30.1,52738,1602483.3,03-MAY-2021,237,INE875G01030,
NDRAUTO,EQ,199.8,202,190,195.85,198,193.4,1899,377404.6,03-MAY-2021,114,INE07OG01012,
NDTV,EQ,54.55,59.65,52.8,59.65,59.65,54.25,100070,5875273.8,03-MAY-2021,649,INE155G01029,
NECCLTD,EQ,8.7,8.7,7.6,8.45,8.2,8.35,25250,208543.3,03-MAY-2021,131,INE553C01016,
NECLIFE,EQ,24.95,26.9,24.5,26.35,26.25,24.95,1955152,50792095,03-MAY-2021,5464,INE023H01027,
NELCAST,EQ,67,70.8,66.3,68.75,69,66.6,312677,21530199.3,03-MAY-2021,2733,INE189I01024,
NELCO,EQ,196,203.1,195.25,201.5,202,200.3,91415,18131614.35,03-MAY-2021,3163,INE045B01015,
NEOGEN,EQ,864.5,884,851,863.3,856.4,864.5,42954,37408947.4,03-MAY-2021,3447,INE136S01016,
NESCO,EQ,496.05,505,495,502.45,501.15,497.6,36086,18046832.95,03-MAY-2021,2387,INE317F01035,
NESTLEIND,EQ,16360,16574.95,16272.65,16506.75,16519.7,16309.25,64048,1055700438.35,03-MAY-2021,19005,INE239A01016,
NETF,EQ,183.36,183.36,180.96,183.36,183.36,180.96,372,68179.2,03-MAY-2021,65,INF277K015R5,
NETFCONSUM,EQ,63.64,64.5,63.3,64.02,64.49,63.25,5277,336496.7,03-MAY-2021,133,INF204KA1LD7,
NETFDIVOPP,EQ,35.26,37.45,35.26,37.4,37.4,36.52,2387,88827.82,03-MAY-2021,90,INF204KA1MS3,
NETFGILT5Y,EQ,48.18,48.18,48.13,48.15,48.15,48.13,31,1493.24,03-MAY-2021,6,INF204KC1030,
NETFIT,EQ,26.16,26.16,25.7,25.97,25.91,25.95,593346,15362995.59,03-MAY-2021,2643,INF204KB15V2,
NETFLTGILT,EQ,22.35,22.43,22.2,22.31,22.25,22.33,56265,1256800.08,03-MAY-2021,229,INF204KB1882,
NETFMID150,EQ,92.48,92.48,91.56,92.4,92.42,92.09,173489,16011234.26,03-MAY-2021,1025,INF204KB1V68,
NETFNIF100,EQ,154.99,154.99,150.47,152.59,152.63,152.39,1273,192683.17,03-MAY-2021,81,INF204K014N5,
NETFNV20,EQ,80,81.12,79.81,80.76,80.82,80,3967,318104.43,03-MAY-2021,113,INF204KB18I3,
NETFSDL26,EQ,102.51,102.51,102.51,102.51,102.51,102.4,1,102.51,03-MAY-2021,1,INF204KC1022,
NETWORK18,EQ,39.5,40.9,39,39.75,39.65,39.5,760729,30405172.25,03-MAY-2021,3309,INE870H01013,
NEULANDLAB,EQ,2530,2688,2520.1,2645.7,2660,2521.2,100220,264062788.8,03-MAY-2021,12157,INE794A01010,
NEWGEN,EQ,311.25,335,311.25,328.7,328.1,315,159004,52094912.55,03-MAY-2021,8443,INE619B01017,
NEXTMEDIA,EQ,4.3,4.5,4.15,4.25,4.2,4.3,18271,78911.25,03-MAY-2021,34,INE747B01016,
NFL,EQ,58,60.45,56.65,59.15,59,57.95,3223038,190033014.35,03-MAY-2021,14089,INE870D01012,
NH,EQ,408.95,413.95,406,410.25,410,406.95,55281,22683352.65,03-MAY-2021,2488,INE410P01011,
NHAI,N1,1080,1080,1077.8,1078.01,1077.8,1079.5,200,215810.9,03-MAY-2021,5,INE906B07CA1,
NHAI,N2,1267.7,1267.9,1263,1263,1263,1262,1240,1570276,03-MAY-2021,14,INE906B07CB9,
NHAI,N4,1205,1205,1205,1205,1205,1205,90,108450,03-MAY-2021,2,INE906B07DD3,
NHAI,N6,1278,1288.99,1278,1285,1285,1283.72,3502,4498366.93,03-MAY-2021,48,INE906B07DF8,
NHAI,N8,1134.74,1134.74,1134,1134.58,1134,1134.74,127,144092,03-MAY-2021,2,INE906B07EH2,
NHAI,N9,1230,1230,1230,1230,1230,1229.98,10,12300,03-MAY-2021,1,INE906B07EI0,
NHAI,NA,1242,1242,1240,1240.01,1240.01,1243.25,4240,5264059.62,03-MAY-2021,15,INE906B07EJ8,
NHAI,ND,1262,1264,1262,1263.4,1264,1263,20,25262,03-MAY-2021,6,INE906B07EO8,
NHAI,NE,1268,1278,1268,1271,1271,1268.7,286,364729,03-MAY-2021,12,INE906B07EP5,
NHBTF2014,N6,7110,7194,7110,7190,7190,7160,190,1354140,03-MAY-2021,10,INE557F07132,
NHBTF2023,N1,10010,10010,10010,10010,10010,10980,10,100100,03-MAY-2021,1,INE557F07041,
