,isin,nse_symbol,nse_series,bse_sc_code,SC_NAME,bse_sc_group,bse_sc_type,yf_nse_symbol
288,INE477A01020,CANFINHOME,EQ,511196,CANFIN HOMES,A,Q,NOT_FOUND_ERROR
289,INE068L01016,CANTABIL,EQ,533267,CANTABIL,B,Q,CANTABIL.NS
290,INE264T01014,CAPACITE,EQ,540710,CAPACITE,B,Q,NOT_FOUND_ERROR
291,INE475E01026,CAPLIPOINT,EQ,524742,CAPLIN POINT,A,Q,CAPLIPOINT.NS
292,INE707C01018,CAPTRUST,BE,511505,CAPITAL TRUS,T,Q,NOT_FOUND_ERROR
293,INE120A01034,CARBORUNIV,EQ,513375,CARBORUNDUM,A,Q,NOT_FOUND_ERROR
294,INE521J01018,CAREERP,EQ,533260,CAREERP,B,Q,CAREERP.NS
295,INE752H01013,CARERATING,EQ,534804,CARERATING,A,Q,NOT_FOUND_ERROR
296,INE068D01021,CASTEXTECH,BE,532282,CASTEXTECH,T,Q,NOT_FOUND_ERROR
297,INE172A01027,CASTROLIND,EQ,500870,CASTROL,A,Q,CASTROLIND.NS
298,INE652F01027,CCHHL,EQ,526550,CCHHL,B,Q,NOT_FOUND_ERROR
299,INE421D01022,CCL,EQ,519600,CCL PRODUCTS,A,Q,NOT_FOUND_ERROR
300,INE736A01011,CDSL,EQ,,,,,NOT_FOUND_ERROR
301,INE482A01020,CEATLTD,EQ,500878,CEAT LIMITED,A,Q,NOT_FOUND_ERROR
302,INE209L01016,CEBBCO,BE,533272,CEBBCO,T,Q,CEBBCO.NS
303,INE185H01016,CELEBRITY,BE,532695,CELEBRITYFAS,T,Q,NOT_FOUND_ERROR
304,INE485A01015,CENTENKA,EQ,500280,CENTURY ENKA,B,Q,CENTENKA.NS
305,INE281A01026,CENTEXT,EQ,500083,CENTURY EXT,B,Q,CENTEXT.NS
306,INE483A01010,CENTRALBK,EQ,532885,CENTRAL BK,A,Q,CENTRALBK.NS
307,INE660C01027,CENTRUM,EQ,501150,CENTRUM CAP,B,Q,CENTRUM.NS
308,INE320B01020,CENTUM,EQ,517544,CENTUM ELEC,B,Q,CENTUM.NS
309,INE348B01021,CENTURYPLY,EQ,532548,CENTURYPLY,A,Q,NOT_FOUND_ERROR
310,INE055A01016,CENTURYTEX,EQ,500040,CENTURY TEXT,A,Q,NOT_FOUND_ERROR
311,INE739E01017,CERA,EQ,532443,CERA SANITAR,A,Q,NOT_FOUND_ERROR
312,INE345B01019,CEREBRAINT,EQ,532413,CEREBRA INTE,B,Q,CEREBRAINT.NS
313,INE486A01013,CESC,EQ,500084,CESC LTD.,A,Q,NOT_FOUND_ERROR
314,INE180C01026,CGCL,EQ,531595,CGCL,A,Q,CGCL.NS
315,INE067A01029,CGPOWER,EQ,500093,CGPOWER,B,Q,NOT_FOUND_ERROR
316,INE427F01016,CHALET,EQ,542399,CHALET,A,Q,CHALET.NS
317,INE085A01013,CHAMBLFERT,EQ,500085,CHAMBAL FERT,A,Q,NOT_FOUND_ERROR
318,INE995D01025,CHEMBOND,EQ,530871,CHEMBOND CHM,B,Q,CHEMBOND.NS
319,INE03YM01018,CHEMCON,EQ,543233,CHEMCON,B,Q,NOT_FOUND_ERROR
320,INE783X01023,CHEMFAB,EQ,541269,CHEMFABALKA,B,Q,CHEMFAB.NS
321,INE178A01016,CHENNPETRO,EQ,500110,CHENNAI PET.,A,Q,NOT_FOUND_ERROR
322,INE121A01024,CHOLAFIN,EQ,511243,CHOLAFIN,A,Q,CHOLAFIN.NS
323,INE149A01033,CHOLAHLDNG,EQ,504973,CHOLAHLDNG,A,Q,NOT_FOUND_ERROR
324,INE675C01017,CIGNITITEC,EQ,534758,CIGNITI TECH,A,Q,NOT_FOUND_ERROR
325,INE704H01022,CINELINE,EQ,532807,CINELINE,B,Q,CINELINE.NS
326,INE039B01026,CINEVISTA,EQ,532324,CINEVISTA,B,Q,NOT_FOUND_ERROR
327,INE059A01026,CIPLA,EQ,500087,CIPLA LTD.,A,Q,CIPLA.NS
328,INE201M01011,CLEDUCATE,EQ,540403,CLEDUCATE,B,Q,CLEDUCATE.NS
329,INE492A01029,CLNINDIA,EQ,506390,CLARI CHEM,A,Q,NOT_FOUND_ERROR
330,INE981B01011,CMICABLES,BE,517330,CMI LTD.,T,Q,NOT_FOUND_ERROR
331,INE289S01013,CMMIPL,SM,,,,,NOT_FOUND_ERROR
332,INE672K01025,CNOVAPETRO,BE,533407,CIL NOVA,T,Q,CNOVAPETRO.NS
333,INE522F01014,COALINDIA,EQ,533278,COAL INDIA,A,Q,NOT_FOUND_ERROR
334,INE704P01017,COCHINSHIP,EQ,540678,COCHINSHIP,A,Q,COCHINSHIP.NS
335,INE591G01017,COFORGE,EQ,532541,COFORGE,A,Q,NOT_FOUND_ERROR
336,INE259A01022,COLPAL,EQ,500830,COLGATE PALM,A,Q,NOT_FOUND_ERROR
337,INE070C01037,COMPINFO,EQ,532456,COMPUAGE INF,B,Q,COMPINFO.NS
338,INE453B01029,COMPUSOFT,EQ,532339,COMPUCOM SOF,B,Q,COMPUSOFT.NS
339,INE111A01025,CONCOR,EQ,531344,CONTAIN.CORP,A,Q,CONCOR.NS
340,INE552D01024,CONFIPET,EQ,526829,CONFI PETRO,B,Q,NOT_FOUND_ERROR
341,INE025A01027,CONSOFINVT,EQ,,,,,NOT_FOUND_ERROR
342,INE340Z01019,CONTI,SM,,,,,NOT_FOUND_ERROR
343,INE663B01015,CONTROLPR,EQ,522295,CONTROL PRNT,B,Q,NOT_FOUND_ERROR
344,INE558D01021,CORALFINAC,EQ,531556,CORAL (I)FIN,B,Q,NOT_FOUND_ERROR
345,INE792I01017,CORDSCABLE,EQ,532941,CORDS CABLE,B,Q,NOT_FOUND_ERROR
346,INE169A01031,COROMANDEL,EQ,506395,COROM INTER,A,Q,NOT_FOUND_ERROR
347,INE757A01017,COSMOFILMS,EQ,508814,COSMO FILMS,A,Q,NOT_FOUND_ERROR
348,INE695B01025,COUNCODOS,BE,531624,COUNTRY COND,T,Q,COUNCODOS.NS
349,INE008I01026,COX&KINGS,BZ,533144,COX KINGS,Z,Q,NOT_FOUND_ERROR
350,INF457M01133,CPSEETF,EQ,538057,CPSE ETF,B,Q,NOT_FOUND_ERROR
351,INE00LO01017,CRAFTSMAN,EQ,543276,CRAFTSMAN,B,Q,NOT_FOUND_ERROR
352,INE985W01018,CREATIVE,EQ,,,,,NOT_FOUND_ERROR
353,INE741K01010,CREDITACC,EQ,541770,CREDITACC,A,Q,CREDITACC.NS
354,INE559D01011,CREST,EQ,511413,CREST,B,Q,CREST.NS
355,INE007A01025,CRISIL,EQ,500092,CRISIL LTD,A,Q,NOT_FOUND_ERROR
356,INE299U01018,CROMPTON,EQ,539876,CROMPTON,A,Q,CROMPTON.NS
357,INE679A01013,CSBBANK,EQ,542867,CSBBANK,A,Q,NOT_FOUND_ERROR
358,INE627H01017,CTE,EQ,532801,CAMBRIDGE,B,Q,NOT_FOUND_ERROR
359,INE491A01021,CUB,EQ,532210,CITY UNION,A,Q,NOT_FOUND_ERROR
360,INE144D01012,CUBEXTUB,EQ,526027,CUBEX TUBING,B,Q,NOT_FOUND_ERROR
361,INE298A01020,CUMMINSIND,EQ,500480,CUMMINS (I),A,Q,NOT_FOUND_ERROR
362,INE509F01011,CUPID,EQ,530843,CUPID LTD,B,Q,NOT_FOUND_ERROR
363,INE278G01037,CYBERMEDIA,BE,532640,CYBER MEDIA,T,Q,CYBERMEDIA.NS
364,INE214A01019,CYBERTECH,EQ,532173,CYBERTECH,B,Q,CYBERTECH.NS
365,INE136B01020,CYIENT,EQ,532175,CYIENT,A,Q,NOT_FOUND_ERROR
366,INE818H01020,DAAWAT,EQ,532783,DAAWAT,A,Q,NOT_FOUND_ERROR
367,INE016A01026,DABUR,EQ,500096,DABUR (I),A,Q,NOT_FOUND_ERROR
368,INE055C01020,DALALSTCOM,BE,526677,DSJ COMM.LTD,T,Q,NOT_FOUND_ERROR
369,INE00R701025,DALBHARAT,EQ,542216,DALBHARAT,A,Q,NOT_FOUND_ERROR
370,INE495A01022,DALMIASUG,EQ,500097,DALMIASUG,A,Q,NOT_FOUND_ERROR
371,INE497D01022,DAMODARIND,EQ,521220,DAMOINDUS,B,Q,NOT_FOUND_ERROR
372,INE688Y01014,DANGEE,EQ,,,,,NOT_FOUND_ERROR
373,INE365B01017,DATAMATICS,EQ,532528,DATAM GLOB,B,Q,DATAMATICS.NS
374,INE950I01011,DBCORP,EQ,533151,D B CORP,A,Q,NOT_FOUND_ERROR
375,INE917M01012,DBL,EQ,540047,DBL,A,Q,DBL.NS
376,INE879I01012,DBREALTY,BE,533160,D B REALTY,T,Q,NOT_FOUND_ERROR
377,INE921B01025,DBSTOCKBRO,EQ,530393,DB INT.ST.BR,B,Q,NOT_FOUND_ERROR
378,INE385W01011,DCAL,EQ,540701,DCAL,A,Q,NOT_FOUND_ERROR
379,INE503A01015,DCBBANK,EQ,532772,DCBBANK,A,Q,NOT_FOUND_ERROR
380,INE498A01018,DCM,EQ,502820,DCM LTD.,B,Q,NOT_FOUND_ERROR
381,INE08KP01019,DCMNVL,BE,542729,DCMNVL,T,Q,NOT_FOUND_ERROR
382,INE499A01024,DCMSHRIRAM,EQ,523367,DCMSHRIRAM,A,Q,NOT_FOUND_ERROR
383,INE500A01029,DCW,EQ,500117,DCW LTD.,B,Q,DCW.NS
384,INE583C01021,DECCANCE,EQ,502137,DECAN CEMENT,B,Q,NOT_FOUND_ERROR
385,INE501A01019,DEEPAKFERT,EQ,500645,DEEPAK FERT.,A,Q,DEEPAKFERT.NS
386,INE288B01029,DEEPAKNTR,EQ,506401,DEEPAK NITR.,A,Q,DEEPAKNTR.NS
387,INE677H01012,DEEPENR,EQ,532760,DEEPENR,B,Q,NOT_FOUND_ERROR
388,INE124G01033,DELTACORP,EQ,532848,DELTA CORP,A,Q,DELTACORP.NS
389,INE393A01011,DELTAMAGNT,EQ,504286,DELTAMAGNT,B,Q,NOT_FOUND_ERROR
390,INE947J01015,DEN,EQ,533137,DEN NETWORK,A,Q,DEN.NS
391,INE244A01016,DENORA,EQ,590031,DE NORA,B,Q,NOT_FOUND_ERROR
392,INE456C01020,DFMFOODS,EQ,519588,DFM FOODS,A,Q,DFMFOODS.NS
393,INE03JI01017,DGCONTENT,EQ,542685,DGCONTENT,B,Q,NOT_FOUND_ERROR
394,INE041A01016,DHAMPURSUG,EQ,500119,DHAMPUR SUGA,A,Q,NOT_FOUND_ERROR
395,INE680A01011,DHANBANK,EQ,532180,DHANALAK.BNK,B,Q,NOT_FOUND_ERROR
396,INE274G01010,DHANI,EQ,532960,DHANI,B,Q,NOT_FOUND_ERROR
397,INE614X07027,DHANILOANS,N1,936494,1075DLSL21,F,D,NOT_FOUND_ERROR
398,INE614X07035,DHANILOANS,N2,,,,,NOT_FOUND_ERROR
399,INE614X07043,DHANILOANS,N3,,,,,NOT_FOUND_ERROR
400,INE614X07050,DHANILOANS,N4,,,,,NOT_FOUND_ERROR
401,INE614X07068,DHANILOANS,N5,936502,0DLSL22,F,D,NOT_FOUND_ERROR
402,INE614X07076,DHANILOANS,N6,936504,1050DLSL24,F,D,NOT_FOUND_ERROR
403,INE614X07092,DHANILOANS,N8,,,,,NOT_FOUND_ERROR
404,INE614X07159,DHANILOANS,NC,,,,,NOT_FOUND_ERROR
405,INE614X07183,DHANILOANS,NF,,,,,NOT_FOUND_ERROR
406,IN9274G01034,DHANIPP,E1,890145,DHANIPP,B,Q,NOT_FOUND_ERROR
407,INE435G01025,DHANUKA,EQ,507717,DHAN AGRI,A,Q,DHANUKA.NS
408,INE988C01014,DHARSUGAR,EQ,507442,DHARANI SUG,B,Q,NOT_FOUND_ERROR
409,INE202B01012,DHFL,EQ,511072,DEWAN H.FIN.,B,Q,NOT_FOUND_ERROR
410,INE202B07HN7,DHFL,N4,935798,888DHFL21B,F,D,NOT_FOUND_ERROR
411,INE202B07HT4,DHFL,,935810,925DHFL21B,F,D,NOT_FOUND_ERROR
412,INE202B07HV0,DHFL,NC,,,,,NOT_FOUND_ERROR
413,INE202B07IO3,DHFL,NP,935840,925DHFL23B,F,D,NOT_FOUND_ERROR
414,INE202B07IY2,DHFL,NQ,936198,89DHFL21,F,D,NOT_FOUND_ERROR
415,INE202B07JF9,DHFL,NY,936202,856DHFL21,F,D,NOT_FOUND_ERROR
416,INE320L01011,DHUNINV,EQ,533336,DHUNINV,B,Q,DHUNINV.NS
417,INE393P01035,DIAMONDYD,EQ,540724,DIAMONDYD,A,Q,NOT_FOUND_ERROR
418,INE989C01012,DIAPOWER,BZ,522163,DIAMONPOWER,Z,Q,NOT_FOUND_ERROR
419,INE303A01010,DICIND,EQ,500089,DIC INDIA,B,Q,NOT_FOUND_ERROR
420,INE927C01020,DIGISPICE,BE,517214,DIGISPICE,T,Q,NOT_FOUND_ERROR
421,INE836F01026,DISHTV,EQ,532839,DISH TV,A,Q,NOT_FOUND_ERROR
422,INE361B01024,DIVISLAB,EQ,532488,DIVI'S LAB.,A,Q,NOT_FOUND_ERROR
423,INE935N01020,DIXON,EQ,540699,DIXON,A,Q,DIXON.NS
424,INE271C01023,DLF,EQ,532868,DLF LIMITED,A,Q,NOT_FOUND_ERROR
425,INE250K01012,DLINKINDIA,EQ,533146,DLINK IND,B,Q,NOT_FOUND_ERROR
426,INE192R01011,DMART,EQ,540376,DMART,A,Q,DMART.NS
427,INE016M01021,DNAMEDIA,EQ,540789,DNAMEDIA,B,Q,DNAMEDIA.NS
428,INE966A01022,DOLAT,EQ,505526,DOLAT INV.,B,Q,NOT_FOUND_ERROR
429,INE325C01035,DOLLAR,EQ,541403,DOLLAR,A,Q,DOLLAR.NS
430,INE668D01028,DONEAR,EQ,512519,DONEAR IND.,B,Q,NOT_FOUND_ERROR
431,INE266Y01019,DPABHUSHAN,EQ,,,,,NOT_FOUND_ERROR
432,INE360C01024,DPSCLTD,EQ,,,,,NOT_FOUND_ERROR
433,INE864X01013,DPWIRES,EQ,,,,,NOT_FOUND_ERROR
434,INE03RS01019,DRCSYSTEMS,EQ,543268,DRCSYSTEMS,B,Q,DRCSYSTEMS.NS
435,INE506A01018,DREDGECORP,EQ,523618,DREDGING COR,A,Q,NOT_FOUND_ERROR
436,INE089A01023,DRREDDY,EQ,500124,DR.REDDY'S,A,Q,NOT_FOUND_ERROR
437,INE417B01040,DSSL,EQ,532365,DYNACONS SYS,B,Q,NOT_FOUND_ERROR
438,INE341R01014,DTIL,EQ,538902,DHUN TEAIND,B,Q,DTIL.NS
439,INE741L01018,DUCON,EQ,534674,DUCON,B,Q,NOT_FOUND_ERROR
440,INE477B01010,DVL,EQ,523736,DVL,B,Q,NOT_FOUND_ERROR
441,INE366A01041,DWARKESH,EQ,532610,DWAR SUGAR,A,Q,NOT_FOUND_ERROR
442,INE221B01012,DYNAMATECH,EQ,505242,DYNAMAT.TECH,B,Q,DYNAMATECH.NS
443,INE256H01015,DYNPRO,EQ,532707,DYNEMIC PRO,B,Q,DYNPRO.NS
444,INE255Z01019,E2E,SM,,,,,NOT_FOUND_ERROR
445,INE07O001018,EASEMYTRIP,EQ,543272,EASEMYTRIP,B,Q,NOT_FOUND_ERROR
446,INE962C01027,EASTSILK,BE,590022,EASTER SI(PS,T,Q,EASTSILK.NS
447,INE268C01029,EASUNREYRL,BZ,532751,EASUNREYRL,Z,Q,NOT_FOUND_ERROR
448,INF754K01KN4,EBBETF0423,EQ,542908,EBBETF0423,F,Q,NOT_FOUND_ERROR
449,INF754K01LD3,EBBETF0425,EQ,543215,EBBETF0425,F,Q,NOT_FOUND_ERROR
450,INF754K01KO2,EBBETF0430,EQ,542909,EBBETF0430,F,Q,NOT_FOUND_ERROR
451,INF754K01LE1,EBBETF0431,EQ,543216,EBBETF0431,F,Q,NOT_FOUND_ERROR
452,INE726L01019,EBIXFOREX,EQ,533452,EBIXFOREX,B,Q,NOT_FOUND_ERROR
453,INE738I01010,ECLERX,EQ,532927,ECLERX,A,Q,ECLERX.NS
454,INE804I076Y2,ECLFINANCE,NH,,,,,NOT_FOUND_ERROR
455,INE804I079Y6,ECLFINANCE,NK,,,,,NOT_FOUND_ERROR
456,INE804I075Z1,ECLFINANCE,NM,,,,,NOT_FOUND_ERROR
457,INE804I076Z9,ECLFINANCE,NN,,,,,NOT_FOUND_ERROR
458,INE804I077Z7,ECLFINANCE,NO,,,,,NOT_FOUND_ERROR
459,INE804I078Z5,ECLFINANCE,NP,936394,1040EFL24,F,D,NOT_FOUND_ERROR
460,INE804IA7014,ECLFINANCE,NR,936398,1015EFL29,F,D,NOT_FOUND_ERROR
461,INE804IA7022,ECLFINANCE,NS,936400,1060EFL29,F,D,NOT_FOUND_ERROR
462,INE532F01054,EDELWEISS,EQ,532922,EDELWEISS,A,Q,NOT_FOUND_ERROR
463,INE216H01027,EDUCOMP,BZ,532696,EDUCOMP SOLN,Z,Q,EDUCOMP.NS
464,INE530L07228,EHFLNCD,N6,935788,10EHFL26,F,D,NOT_FOUND_ERROR
465,INE066A01021,EICHERMOT,EQ,505200,EICHER MOTOR,A,Q,EICHERMOT.NS
466,INE126A01031,EIDPARRY,EQ,500125,E.I.D.PAR,A,Q,NOT_FOUND_ERROR
467,INE546V01010,EIFFL,SM,,,,,NOT_FOUND_ERROR
468,INE276C01014,EIHAHOTELS,EQ,523127,EIH ASSO.HOT,B,Q,NOT_FOUND_ERROR
469,INE230A01023,EIHOTEL,EQ,500840,EIH LTD.,A,Q,NOT_FOUND_ERROR
470,INE158B01016,EIMCOELECO,EQ,523708,EIMCO ELECON,B,Q,NOT_FOUND_ERROR
471,INE184H01027,EKC,EQ,532684,EVEREST KANT,B,Q,NOT_FOUND_ERROR
472,INE205B01023,ELECON,EQ,505700,ELECON ENG,B,Q,NOT_FOUND_ERROR
473,INE086A01029,ELECTCAST,EQ,500128,ELEC.CASTING,B,Q,NOT_FOUND_ERROR
474,INE822G01016,ELECTHERM,EQ,526608,ELECTROTHERM,B,Q,NOT_FOUND_ERROR
475,INE285A01027,ELGIEQUIP,EQ,522074,ELGI EQUIP,A,Q,NOT_FOUND_ERROR
476,INE819L01012,ELGIRUBCO,EQ,,,,,NOT_FOUND_ERROR
477,INE548C01032,EMAMILTD,EQ,531162,EMAMI LTD.,A,Q,EMAMILTD.NS
478,INE830C01026,EMAMIPAP,EQ,533208,EMAMI PAPER,B,Q,NOT_FOUND_ERROR
479,INE778K01012,EMAMIREAL,EQ,533218,EMAMIREAL,B,Q,NOT_FOUND_ERROR
480,INE041025011,EMBASSY,RR,542602,EMBASSY,IF,Q,NOT_FOUND_ERROR
481,INE078A01026,EMCO,BZ,504008,EMCO LTD.,Z,Q,EMCO.NS
482,INE296H01011,EMKAY,EQ,532737,EMKAY GLOB F,B,Q,NOT_FOUND_ERROR
483,INE753K01015,EMMBI,EQ,533161,EMMBI,B,Q,NOT_FOUND_ERROR
484,INF754K01IS7,EMOFSR1RDP,MF,,,,,NOT_FOUND_ERROR
485,INF754K01IR9,EMOFSR1RGG,MF,,,,,NOT_FOUND_ERROR
486,INE913H01037,ENDURANCE,EQ,540153,ENDURANCE,A,Q,ENDURANCE.NS
487,INE306C01019,ENERGYDEV,BE,532219,ENERGY DEV.,T,Q,NOT_FOUND_ERROR
488,INE510A01028,ENGINERSIN,EQ,532178,ENGINRS.(I),A,Q,NOT_FOUND_ERROR
489,INE265F01028,ENIL,EQ,532700,ENT NETWORK,B,Q,NOT_FOUND_ERROR
490,INE255A01020,EPL,EQ,500135,EPL,A,Q,NOT_FOUND_ERROR
491,INF754K01EM9,EQ30,EQ,,,,,NOT_FOUND_ERROR
492,INE988K01017,EQUITAS,EQ,539844,EQUITAS,A,Q,NOT_FOUND_ERROR
493,INE063P01018,EQUITASBNK,EQ,543243,EQUITASBNK,B,Q,NOT_FOUND_ERROR
494,INE528S07094,ERFLNCDI,N3,,,,,NOT_FOUND_ERROR
495,INE528S07102,ERFLNCDI,N4,936128,9ERFL23,F,D,NOT_FOUND_ERROR
496,INE528S07110,ERFLNCDI,N5,936130,888ERFL28,F,D,NOT_FOUND_ERROR
497,INE528S07128,ERFLNCDI,N6,936132,925ERFL28,F,D,NOT_FOUND_ERROR
498,INE406M01024,ERIS,EQ,540596,ERIS,A,Q,ERIS.NS
499,INE416L01017,EROSMEDIA,EQ,533261,EROS MEDIA,B,Q,NOT_FOUND_ERROR
500,INE284A01012,ESABINDIA,EQ,500133,ESAB INDIA,A,Q,ESABINDIA.NS
501,INE042A01014,ESCORTS,EQ,500495,ESCORTS LTD.,A,Q,ESCORTS.NS
502,INE122M01019,ESSARSHPNG,EQ,533704,ESSAR SHIP,B,Q,NOT_FOUND_ERROR
503,INE778B01029,ESTER,EQ,500136,ESTER INDUS.,B,Q,ESTER.NS
504,INE649H01011,EUROCERA,BZ,,,,,NOT_FOUND_ERROR
505,INE022C01012,EUROTEXIND,EQ,521014,EUROTEX IND,B,Q,EUROTEXIND.NS
506,INE128A01029,EVEREADY,EQ,531508,EVEREADY (I),A,Q,NOT_FOUND_ERROR
507,INE295A01018,EVERESTIND,EQ,508906,EVEREST INDS,B,Q,EVERESTIND.NS
508,INE688J01015,EXCEL,EQ,533090,EXCEL,B,Q,NOT_FOUND_ERROR
509,INE369A01029,EXCELINDUS,EQ,500650,EXCEL INDUST,A,Q,EXCELINDUS.NS
510,INE302A01020,EXIDEIND,EQ,500086,EXIDE IND.,A,Q,NOT_FOUND_ERROR
511,INE201K01015,EXPLEOSOL,EQ,533121,EXPLEOSOL,B,Q,NOT_FOUND_ERROR
512,INE188A01015,FACT,EQ,590024,FERT CHE(PS,B,Q,NOT_FOUND_ERROR
513,INE0DNW01011,FAIRCHEMOR,EQ,543252,FAIRCHEMOR,B,Q,NOT_FOUND_ERROR
514,INE045J01026,FCL,EQ,533333,FINEOTEX CH,B,Q,NOT_FOUND_ERROR
515,INE220J01025,FCONSUMER,EQ,533400,FCONSUMER,A,Q,FCONSUMER.NS
516,INE512B01022,FCSSOFT,BE,532666,FCS SOFTWARE,T,Q,FCSSOFT.NS
517,INE258B01022,FDC,EQ,531599,FDC LIMITED,A,Q,NOT_FOUND_ERROR
518,INE171A01029,FEDERALBNK,EQ,500469,FEDERAL BANK,A,Q,NOT_FOUND_ERROR
519,INE623B01027,FEL,EQ,523574,FEL,B,Q,NOT_FOUND_ERROR
520,IN9623B01058,FELDVR,EQ,570002,FELDVR,B,Q,NOT_FOUND_ERROR
521,INE901X01013,FELIX,SM,,,,,NOT_FOUND_ERROR
522,INE737H01014,FIEMIND,EQ,532768,FIEM INDS,B,Q,FIEMIND.NS
523,INE816B01027,FILATEX,EQ,526227,FILATEX INDI,B,Q,FILATEX.NS
524,INE235A01022,FINCABLES,EQ,500144,FINOL. CABLE,A,Q,FINCABLES.NS
525,INE686Y01026,FINEORG,EQ,541557,FINEORG,A,Q,FINEORG.NS
526,INE183A01016,FINPIPE,EQ,500940,FINOLEX IND.,A,Q,NOT_FOUND_ERROR
527,INE060J01017,FLEXITUFF,BE,,,,,NOT_FOUND_ERROR
528,INE452O01016,FLFL,EQ,536507,FUTLIF FAS,A,Q,FLFL.NS
529,INE09N301011,FLUOROCHEM,EQ,542812,FLUOROCHEM,A,Q,NOT_FOUND_ERROR
530,INE529A01010,FMGOETZE,EQ,505744,FED MOG GOE,A,Q,NOT_FOUND_ERROR
531,INE360L01017,FMNL,EQ,533296,FMNL,B,Q,NOT_FOUND_ERROR
532,INE451A01017,FORCEMOT,EQ,500033,FORCE MOTR,A,Q,FORCEMOT.NS
533,INE061F01013,FORTIS,EQ,532843,FORTIS,A,Q,NOT_FOUND_ERROR
534,INE519A01011,FOSECOIND,EQ,500150,FOSECO INDIA,B,Q,NOT_FOUND_ERROR
535,INE752P01024,FRETAIL,EQ,540064,FRETAIL,A,Q,FRETAIL.NS
536,INE935Q01015,FSC,EQ,540798,FSC,A,Q,FSC.NS
537,INE684F01012,FSL,EQ,532809,FSL,A,Q,NOT_FOUND_ERROR
538,INF247L01AK4,G5,EQ,,,,,NOT_FOUND_ERROR
539,INE524A01029,GABRIEL,EQ,505714,GABRIEL(I),A,Q,GABRIEL.NS
540,INE036B01030,GAEL,EQ,524226,GUJ AMB EXP,A,Q,GAEL.NS
541,INE129A01019,GAIL,EQ,532155,GAIL (I) LTD,A,Q,NOT_FOUND_ERROR
542,INE482J01021,GAL,EQ,533275,GYSCOAL,B,Q,GAL.NS
543,INE600K01018,GALAXYSURF,EQ,540935,GALAXYSURF,A,Q,GALAXYSURF.NS
544,INE297H01019,GALLANTT,EQ,532726,GALLAN METAL,B,Q,NOT_FOUND_ERROR
545,INE528K01029,GALLISPAT,EQ,533265,GALLISPAT,B,Q,GALLISPAT.NS
546,INE181G01025,GAMMNINFRA,EQ,532959,GAMMON INFRA,B,Q,NOT_FOUND_ERROR
547,INE524B01027,GANDHITUBE,EQ,513108,GANDHI SP.TU,B,Q,NOT_FOUND_ERROR
548,INE845D01014,GANECOS,EQ,514167,GANESH ECOSP,B,Q,NOT_FOUND_ERROR
549,INE460C01014,GANESHHOUC,EQ,526367,GANESH HSG.,B,Q,NOT_FOUND_ERROR
550,INE691Z01015,GANGAFORGE,SM,,,,,NOT_FOUND_ERROR
551,INE335W01016,GANGESSECU,EQ,540647,GANGESSEC,B,Q,NOT_FOUND_ERROR
552,INE276A01018,GARFIBRES,EQ,509557,GARFIBRES,A,Q,NOT_FOUND_ERROR
553,INE152B01027,GATI,EQ,532345,GATI LTD.,A,Q,NOT_FOUND_ERROR
554,INE287Z01012,GAYAHWS,BE,541546,GAYAHWS,T,Q,GAYAHWS.NS
555,INE336H01023,GAYAPROJ,EQ,532767,GAYATRI PROJ,B,Q,GAYAPROJ.NS
556,INE087J01028,GBGLOBAL,EQ,533204,GBGLOBAL,B,Q,NOT_FOUND_ERROR
557,INE852F01015,GDL,EQ,532622,GATEWAY DIST,A,Q,NOT_FOUND_ERROR
558,INE916G01016,GEECEE,EQ,532764,GEECEE,B,Q,NOT_FOUND_ERROR
559,INE669X01016,GEEKAYWIRE,EQ,,,,,NOT_FOUND_ERROR
560,INE854S01022,GENCON,EQ,539407,GENCON,B,Q,NOT_FOUND_ERROR
561,INE727B01026,GENESYS,BE,506109,GENESYS INT.,T,Q,NOT_FOUND_ERROR
562,INE949P01018,GENUSPAPER,EQ,538961,GENUSPAPER,B,Q,NOT_FOUND_ERROR
563,INE955D01029,GENUSPOWER,EQ,530343,GENUS POWER,B,Q,NOT_FOUND_ERROR
564,INE007B01023,GEOJITFSL,EQ,532285,GEOJITFSL,B,Q,NOT_FOUND_ERROR
565,INE878A01011,GEPIL,EQ,532309,GEPIL,A,Q,NOT_FOUND_ERROR
566,INE017A01032,GESHIP,EQ,500620,GREAT EASTE,A,Q,NOT_FOUND_ERROR
567,INE200A01026,GET&D,EQ,522275,GET&D,A,Q,NOT_FOUND_ERROR
568,INE538A01037,GFLLIMITED,BE,500173,GFLLIMITED,T,Q,NOT_FOUND_ERROR
569,INE534A01028,GFSTEELS,EQ,513343,GRAND FOUND,B,Q,GFSTEELS.NS
570,INE539A01019,GHCL,EQ,500171,GHCL LTD,A,Q,NOT_FOUND_ERROR
571,INE289B01019,GICHSGFIN,EQ,511676,GIC HOUSING,A,Q,GICHSGFIN.NS
572,INE481Y01014,GICRE,EQ,540755,GICRE,A,Q,NOT_FOUND_ERROR
573,INE047B01011,GILLANDERS,EQ,532716,GILLA ARBUT,B,Q,NOT_FOUND_ERROR
574,INE322A01010,GILLETTE,EQ,507815,GILLETTE (I),A,Q,NOT_FOUND_ERROR
575,INE424C01010,GINNIFILA,EQ,590025,GINNI FIL(PS,B,Q,GINNIFILA.NS
576,INE162A01010,GIPCL,EQ,517300,GUJ.IND.POW.,A,Q,NOT_FOUND_ERROR
